Rank	   Word	Part of speech	Frequency	Dispersion
3521	   T-shirt	n	8386	0.94
3522	   online	r	8729	0.90
3523	   unemployment	n	8471	0.93
3524	   civilization	n	8447	0.93
3525	   fold	v	8630	0.91
3526	   patient	j	8504	0.92
3527	   pop	n	8316	0.94
3528	   daily	r	8405	0.93
3529	   reverse	v	8154	0.96
3530	   missing	j	8232	0.95
3531	   correlation	n	9584	0.82
3532	   humanity	n	8259	0.95
3533	   flash	v	8815	0.89
3534	   developer	n	8671	0.90
3535	   reliable	j	8302	0.94
3536	   excitement	n	8160	0.96
3537	   beef	n	8416	0.93
3538	   Islam	n	8755	0.89
3539	   Roman	j	8299	0.94
3540	   stretch	n	8285	0.94
3541	   architecture	n	8449	0.92
3542	   occasional	j	8162	0.95
3543	   administrative	j	8895	0.88
3544	   elbow	n	8536	0.91
3545	   deadly	j	8196	0.95
3546	   Muslim	n	8498	0.91
3547	   Hispanic	j	8690	0.89
3548	   allegation	n	8675	0.89
3549	   tip	v	8300	0.93
3550	   confuse	v	8045	0.96
3551	   airplane	n	8254	0.94
3552	   monthly	j	8335	0.93
3553	   duck	n	8335	0.93
3554	   dose	n	8291	0.93
3555	   Korean	j	8441	0.92
3556	   plead	v	8140	0.95
3557	   initiate	v	8630	0.90
3558	   lecture	n	8278	0.93
3559	   van	n	8364	0.92
3560	   sixth	m	8170	0.95
3561	   bay	n	8209	0.94
3562	   mainstream	j	8170	0.94
3563	   suburb	n	8249	0.93
3564	   sandwich	n	8298	0.93
3565	   unlike	j	8103	0.95
3566	   trunk	n	8400	0.92
3567	   rumor	n	8023	0.96
3568	   implementation	n	9293	0.83
3569	   swallow	v	8583	0.90
3570	   motivate	v	8324	0.92
3571	   render	v	8288	0.93
3572	   longtime	j	8439	0.91
3573	   trap	v	8030	0.96
3574	   restrict	v	8340	0.92
3575	   cloth	n	8287	0.93
3576	   seemingly	r	8010	0.96
3577	   legislative	j	8384	0.91
3578	   effectiveness	n	8889	0.86
3579	   enforce	v	8162	0.94
3580	   lens	n	8313	0.92
3581	   reach	n	7982	0.96
3582	   inspector	n	8652	0.88
3583	   lend	v	7961	0.96
3584	   plain	j	8015	0.95
3585	   fraud	n	8176	0.93
3586	   companion	n	8136	0.94
3587	   contend	v	8249	0.93
3588	   nail	n	8255	0.92
3589	   array	n	8167	0.93
3590	   strict	j	8013	0.95
3591	   assemble	v	7996	0.95
3592	   frankly	r	8620	0.88
3593	   rat	n	8177	0.93
3594	   burst	v	8393	0.91
3595	   hallway	n	8717	0.87
3596	   cave	n	8261	0.92
3597	   inevitable	j	7889	0.96
3598	   southwest	n	8190	0.93
3599	   monster	n	8164	0.93
3600	   speed	v	7936	0.96
3601	   protest	v	7871	0.96
3602	   unexpected	j	7829	0.97
3603	   obstacle	n	8075	0.94
3604	   facilitate	v	8946	0.85
3605	   encounter	n	8073	0.94
3606	   rip	v	8164	0.93
3607	   herb	n	8279	0.91
3608	   overwhelming	j	7831	0.97
3609	   integration	n	8847	0.85
3610	   crystal	n	8035	0.94
3611	   recession	n	8809	0.86
3612	   wish	n	7789	0.97
3613	   top	v	8162	0.92
3614	   written	j	8371	0.90
3615	   motive	n	8029	0.94
3616	   label	v	7969	0.95
3617	   flood	n	7986	0.94
3618	   pen	n	8117	0.93
3619	   ownership	n	8177	0.92
3620	   nightmare	n	7895	0.95
3621	   notice	n	7762	0.97
3622	   inspection	n	8128	0.93
3623	   supervisor	n	8049	0.93
3624	   consult	v	7778	0.96
3625	   arena	n	8008	0.94
3626	   laugh	n	8164	0.92
3627	   diagnosis	n	8454	0.89
3628	   possession	n	7828	0.96
3629	   forgive	v	8003	0.93
3630	   warm	v	7973	0.94
3631	   consistently	r	8104	0.92
3632	   basement	n	7988	0.94
3633	   project	v	7871	0.95
3634	   drift	v	8311	0.90
3635	   drain	v	8123	0.92
3636	   last	r	8415	0.89
3637	   prosecution	n	8941	0.83
3638	   maximum	j	8075	0.92
3639	   announcement	n	7863	0.95
3640	   warrior	n	7975	0.93
3641	   prediction	n	7996	0.93
3642	   bacteria	n	8256	0.90
3643	   questionnaire	n	9123	0.82
3644	   mud	n	8026	0.93
3645	   infrastructure	n	7961	0.93
3646	   hurry	v	8723	0.85
3647	   privilege	n	7923	0.94
3648	   temple	n	7949	0.94
3649	   medium	j	8586	0.87
3650	   outdoor	j	8101	0.92
3651	   suck	v	8204	0.91
3652	   and/or	c	8481	0.88
3653	   broadcast	n	8130	0.91
3654	   re	i	15773	0.47
3655	   leap	v	8376	0.89
3656	   random	j	7818	0.95
3657	   past	r	7921	0.94
3658	   wrist	n	8250	0.90
3659	   curtain	n	8204	0.90
3660	   monitor	n	7879	0.94
3661	   pond	n	7971	0.93
3662	   domain	n	8641	0.86
3663	   guilt	n	7746	0.96
3664	   cattle	n	7827	0.95
3665	   subject	i	8087	0.91
3666	   walking	n	7847	0.94
3667	   playoff	n	8803	0.84
3668	   minimum	j	8011	0.92
3669	   fiscal	j	8005	0.92
3670	   skirt	n	8167	0.90
3671	   dump	v	7689	0.96
3672	   hence	r	8468	0.87
3673	   database	n	8094	0.91
3674	   uncomfortable	j	7667	0.96
3675	   aim	n	7973	0.92
3676	   execute	v	7671	0.96
3677	   limb	n	8018	0.92
3678	   ideology	n	8485	0.87
3679	   average	v	8106	0.91
3680	   welcome	j	7798	0.94
3681	   tune	v	7934	0.92
3682	   continuing	j	7845	0.94
3683	   harm	n	7619	0.96
3684	   railroad	n	7796	0.94
3685	   endure	v	7586	0.97
3686	   radiation	n	7912	0.93
3687	   horn	n	7813	0.94
3688	   chronic	j	8036	0.91
3689	   peaceful	j	7704	0.95
3690	   innovation	n	8099	0.90
3691	   strain	n	7713	0.95
3692	   guitar	n	7712	0.95
3693	   replacement	n	7734	0.94
3694	   behave	v	7546	0.97
3695	   administer	v	8135	0.90
3696	   simultaneously	r	7960	0.92
3697	   dancer	n	7664	0.95
3698	   amendment	n	8132	0.90
3699	   guard	v	7659	0.95
3700	   pad	n	7846	0.93
3701	   transmission	n	7829	0.93
3702	   await	v	7550	0.96
3703	   retired	j	7869	0.92
3704	   trigger	v	7630	0.95
3705	   spill	v	7798	0.93
3706	   grateful	j	7597	0.96
3707	   grace	n	7634	0.95
3708	   virtual	j	7776	0.93
3709	   response	i	7868	0.92
3710	   colony	n	7822	0.93
3711	   adoption	n	7986	0.91
3712	   slide	n	7780	0.93
3713	   indigenous	j	8785	0.83
3714	   closed	j	7500	0.97
3715	   convict	v	7940	0.91
3716	   civilian	n	7889	0.92
3717	   towel	n	7978	0.91
3718	   modify	v	8997	0.80
3719	   particle	n	7925	0.91
3720	   award	v	7666	0.94
3721	   glance	n	8122	0.89
3722	   prize	n	7519	0.96
3723	   landing	n	7646	0.94
3724	   conduct	n	7821	0.92
3725	   blue	n	7671	0.94
3726	   boost	v	7863	0.92
3727	   bat	n	7694	0.94
3728	   alarm	n	7631	0.94
3729	   festival	n	7775	0.92
3730	   grip	n	7724	0.93
3731	   weird	j	7709	0.93
3732	   undermine	v	7762	0.92
3733	   freshman	n	7849	0.91
3734	   sweat	n	8036	0.89
3735	   outer	j	7618	0.94
3736	   European	n	7688	0.93
3737	   drunk	j	7890	0.91
3738	   survey	v	7556	0.95
3739	   research	v	7618	0.94
3740	   separation	n	7760	0.92
3741	   traditionally	r	7717	0.93
3742	   stuff	v	7687	0.93
3743	   govern	v	7668	0.93
3744	   southeast	n	7589	0.94
3745	   intelligent	j	7373	0.97
3746	   wherever	r	7382	0.97
3747	   ballot	n	9217	0.77
3748	   rhetoric	n	7765	0.92
3749	   convinced	j	7389	0.97
3750	   driving	j	7438	0.96
3751	   vitamin	n	8245	0.86
3752	   enthusiasm	n	7368	0.97
3753	   accommodate	v	7571	0.94
3754	   praise	v	7379	0.96
3755	   injure	v	7574	0.94
3756	   wilderness	n	7916	0.90
3757	   nearby	r	7545	0.94
3758	   endless	j	7458	0.95
3759	   mandate	n	7704	0.92
3760	   pause	n	8140	0.87
3761	   excuse	n	7388	0.96
3762	   respectively	r	8223	0.86
3763	   uncertainty	n	7671	0.92
3764	   chaos	n	7304	0.97
3765	   short	r	7495	0.95
3766	   mechanical	j	7835	0.90
3767	   canvas	n	7795	0.91
3768	   forty	m	7692	0.92
3769	   matter	d	7396	0.96
3770	   lobby	n	7556	0.94
3771	   profound	j	7477	0.95
3772	   format	n	7910	0.90
3773	   trait	n	7980	0.89
3774	   currency	n	7753	0.91
3775	   turkey	n	7757	0.91
3776	   reserve	n	7585	0.93
3777	   beam	n	7625	0.93
3778	   abuse	v	7554	0.94
3779	   astronomer	n	8157	0.87
3780	   corruption	n	7518	0.94
3781	   contractor	n	7634	0.92
3782	   apologize	v	7485	0.94
3783	   doctrine	n	8081	0.87
3784	   genuine	j	7336	0.96
3785	   thumb	n	7659	0.92
3786	   unity	n	7810	0.90
3787	   compromise	n	7469	0.94
3788	   horrible	j	7538	0.93
3789	   behavioral	j	8320	0.85
3790	   exclusive	j	7402	0.95
3791	   scatter	v	7461	0.94
3792	   commonly	r	7861	0.89
3793	   convey	v	7529	0.93
3794	   rush	n	7458	0.94
3795	   twist	v	7875	0.89
3796	   complexity	n	7813	0.90
3797	   fork	n	7742	0.91
3798	   disk	n	7898	0.89
3799	   relieve	v	7352	0.95
3800	   suspicion	n	7187	0.97
3801	   lock	n	7605	0.92
3802	   finish	n	7585	0.92
3803	   residence	n	7332	0.95
3804	   shame	n	7347	0.95
3805	   meaningful	j	7719	0.90
3806	   sidewalk	n	7668	0.91
3807	   Olympics	n	8039	0.87
3808	   technological	j	7780	0.90
3809	   signature	n	7349	0.95
3810	   pleasant	j	7425	0.94
3811	   wow	u	8016	0.87
3812	   suspend	v	7228	0.96
3813	   rebel	n	7525	0.92
3814	   frozen	j	7474	0.93
3815	   desire	v	7454	0.93
3816	   spouse	n	7510	0.93
3817	   fluid	n	7464	0.93
3818	   pension	n	7660	0.91
3819	   resume	v	7243	0.96
3820	   theoretical	j	8320	0.83
3821	   sodium	n	7998	0.87
3822	   blow	n	7324	0.95
3823	   promotion	n	7416	0.94
3824	   delicate	j	7332	0.95
3825	   forehead	n	8123	0.85
3826	   rebuild	v	7474	0.93
3827	   bounce	v	7451	0.93
3828	   electrical	j	7347	0.94
3829	   hook	n	7382	0.94
3830	   detective	n	7441	0.93
3831	   traveler	n	7336	0.94
3832	   click	v	7549	0.92
3833	   compensation	n	7512	0.92
3834	   signal	v	7171	0.97
3835	   exit	n	7333	0.94
3836	   attraction	n	7280	0.95
3837	   dedicate	v	7226	0.96
3838	   altogether	r	7147	0.97
3839	   pickup	n	7415	0.93
3840	   carve	v	7294	0.95
3841	   needle	n	7378	0.94
3842	   belly	n	7784	0.89
3843	   ship	v	7264	0.95
3844	   scare	v	7367	0.94
3845	   portfolio	n	7663	0.90
3846	   shuttle	n	7593	0.91
3847	   invisible	j	7355	0.94
3848	   timing	n	7345	0.94
3849	   engagement	n	7675	0.90
3850	   ankle	n	7397	0.93
3851	   transaction	n	7418	0.93
3852	   rescue	v	7187	0.96
3853	   counterpart	n	7484	0.92
3854	   historically	r	7426	0.92
3855	   firmly	r	7189	0.95
3856	   mild	j	7211	0.95
3857	   rider	n	7450	0.92
3858	   doll	n	7351	0.93
3859	   noon	n	7425	0.92
3860	   exhibit	n	7326	0.93
3861	   amid	i	7264	0.94
3862	   identical	j	7247	0.94
3863	   precise	j	7211	0.95
3864	   anxious	j	7096	0.96
3865	   structural	j	7870	0.87
3866	   residential	j	7415	0.92
3867	   loud	r	7541	0.90
3868	   diagnose	v	7255	0.94
3869	   carbohydrate	n	8057	0.85
3870	   liberty	n	7442	0.91
3871	   poster	n	7069	0.96
3872	   theology	n	7866	0.86
3873	   nonprofit	j	7482	0.91
3874	   crawl	v	7596	0.90
3875	   oxygen	n	7191	0.94
3876	   handsome	j	7512	0.90
3877	   magic	n	7415	0.92
3878	   sum	n	7217	0.94
3879	   provided	c	7431	0.91
3880	   businessman	n	7190	0.94
3881	   promising	j	7075	0.96
3882	   conscious	j	7152	0.95
3883	   determination	n	7170	0.94
3884	   donor	n	7231	0.94
3885	   hers	p	7770	0.87
3886	   pastor	n	7260	0.93
3887	   jazz	n	7220	0.94
3888	   opera	n	7332	0.92
3889	   Japanese	n	7419	0.91
3890	   bite	n	7160	0.94
3891	   frame	v	7063	0.95
3892	   evil	j	7045	0.96
3893	   acquisition	n	7338	0.92
3894	   pit	n	7132	0.94
3895	   hug	v	7478	0.90
3896	   wildlife	n	7361	0.91
3897	   punish	v	6955	0.97
3898	   giant	n	7102	0.95
3899	   primary	n	7823	0.86
3900	   equity	n	7277	0.92
3901	   wrong	r	7038	0.95
3902	   doorway	n	7914	0.85
3903	   departure	n	7008	0.96
3904	   elevator	n	7535	0.89
3905	   teenage	j	7030	0.95
3906	   guidance	n	7399	0.91
3907	   happiness	n	7036	0.95
3908	   statue	n	7058	0.95
3909	   pursuit	n	7070	0.95
3910	   repair	n	7088	0.95
3911	   decent	j	6954	0.96
3912	   gym	n	7229	0.93
3913	   oral	j	7448	0.90
3914	   clerk	n	7234	0.93
3915	   Israeli	n	7673	0.87
3916	   envelope	n	7241	0.92
3917	   reporting	n	7184	0.93
3918	   destination	n	7039	0.95
3919	   fist	n	7729	0.86
3920	   endorse	v	7167	0.93
3921	   exploration	n	7294	0.92
3922	   generous	j	6907	0.97
3923	   bath	n	7149	0.93
3924	   rescue	n	7094	0.94
3925	   thereby	r	7588	0.88
3926	   overall	r	7225	0.92
3927	   indicator	n	7574	0.88
3928	   sunlight	n	7349	0.91
3929	   feedback	n	7735	0.86
3930	   spectrum	n	7216	0.92
3931	   purple	j	7216	0.92
3932	   laser	n	7197	0.93
3933	   bold	j	6936	0.96
3934	   reluctant	j	6842	0.97
3935	   starting	n	7118	0.93
3936	   expertise	n	7219	0.92
3937	   practically	r	6914	0.96
3938	   program	v	7015	0.95
3939	   picture	v	7103	0.93
3940	   tune	n	6887	0.96
3941	   eating	n	7067	0.94
3942	   age	v	7005	0.95
3943	   volunteer	v	6864	0.97
3944	   hint	n	6951	0.95
3945	   sharply	r	6966	0.95
3946	   parade	n	7010	0.95
3947	   advocate	v	7198	0.92
3948	   realm	n	7261	0.91
3949	   ban	n	7070	0.94
3950	   strip	v	6894	0.96
3951	   cancel	v	6932	0.95
3952	   blend	v	7238	0.91
3953	   therapist	n	7170	0.92
3954	   slice	v	7316	0.90
3955	   peel	v	7182	0.92
3956	   pizza	n	7130	0.93
3957	   recipient	n	7126	0.93
3958	   hesitate	v	7462	0.88
3959	   flip	v	7274	0.91
3960	   accounting	n	7319	0.90
3961	   debate	v	6952	0.95
3962	   bias	n	7388	0.89
3963	   huh	u	7563	0.87
3964	   metaphor	n	7461	0.88
3965	   candle	n	7204	0.91
3966	   handle	n	7101	0.93
3967	   worry	n	6811	0.96
3968	   judicial	j	7213	0.91
3969	   entity	n	7276	0.90
3970	   suffering	n	6955	0.94
3971	   full-time	j	6945	0.94
3972	   feel	n	6939	0.95
3973	   lamp	n	7290	0.90
3974	   garbage	n	6933	0.95
3975	   servant	n	7064	0.93
3976	   addition	n	7027	0.93
3977	   regulatory	j	7274	0.90
3978	   diplomatic	j	7193	0.91
3979	   elegant	j	6974	0.94
3980	   inside	n	6955	0.94
3981	   reception	n	6896	0.95
3982	   vanish	v	7154	0.91
3983	   automatically	r	6823	0.96
3984	   chin	n	7585	0.86
3985	   trail	v	7049	0.93
3986	   necessity	n	7071	0.92
3987	   confess	v	6815	0.96
3988	   racism	n	7026	0.93
3989	   starter	n	7487	0.87
3990	   interior	j	6931	0.94
3991	   banking	n	7120	0.92
3992	   casual	j	6946	0.94
3993	   gravity	n	7000	0.93
3994	   enroll	v	7053	0.92
3995	   diminish	v	6875	0.95
3996	   prevention	n	7352	0.88
3997	   Arab	n	7222	0.90
3998	   value	v	7000	0.93
3999	   minimize	v	7139	0.91
4000	   chop	v	7452	0.87
4001	   performer	n	6896	0.94
4002	   intent	n	6879	0.94
4003	   isolate	v	6920	0.94
4004	   pump	v	6765	0.96
4005	   inventory	n	7090	0.92
4006	   productive	j	7006	0.93
4007	   assembly	n	6914	0.94
4008	   civic	j	7088	0.91
4009	   silk	n	7128	0.91
4010	   magnitude	n	7115	0.91
4011	   steep	j	6972	0.93
4012	   hostage	n	8605	0.75
4013	   collector	n	6976	0.93
4014	   popularity	n	6836	0.95
4015	   kiss	n	7195	0.90
4016	   alien	n	7134	0.90
4017	   dynamic	j	7175	0.90
4018	   scary	j	6865	0.94
4019	   equation	n	7372	0.87
4020	   angel	n	6978	0.92
4021	   switch	n	6781	0.95
4022	   offering	n	6856	0.94
4023	   rage	n	6877	0.94
4024	   photography	n	7087	0.91
4025	   repair	v	6730	0.96
4026	   toilet	n	6939	0.93
4027	   disappointed	j	6724	0.96
4028	   precious	j	6716	0.96
4029	   prohibit	v	6896	0.93
4030	   representative	j	7008	0.92
4031	   content	j	7113	0.90
4032	   realistic	j	6786	0.95
4033	   Russian	n	6891	0.93
4034	   hidden	j	6787	0.95
4035	   command	v	6688	0.96
4036	   tender	j	7013	0.92
4037	   wake	n	6630	0.97
4038	   gathering	n	6671	0.96
4039	   outstanding	j	6803	0.94
4040	   stumble	v	7076	0.91
4041	   lonely	j	6868	0.94
4042	   automobile	n	6829	0.94
4043	   artificial	j	6730	0.95
4044	   dawn	n	6929	0.93
4045	   abstract	j	7165	0.90
4046	   descend	v	6896	0.93
4047	   silly	j	6857	0.93
4048	   hook	v	6800	0.94
4049	   tide	n	6698	0.96
4050	   shared	j	7069	0.91
4051	   hopefully	r	6986	0.92
4052	   readily	r	6964	0.92
4053	   cooperate	v	6763	0.95
4054	   revolutionary	j	6886	0.93
4055	   romance	n	6705	0.95
4056	   hardware	n	6951	0.92
4057	   pillow	n	7122	0.90
4058	   kit	n	6912	0.92
4059	   cook	n	6866	0.93
4060	   spread	n	6686	0.95
4061	   continent	n	6730	0.95
4062	   seal	v	6660	0.96
4063	   circuit	n	6747	0.94
4064	   sink	n	7052	0.90
4065	   ruling	n	6947	0.92
4066	   shortage	n	6776	0.94
4067	   annually	r	6928	0.92
4068	   lately	r	6696	0.95
4069	   trap	n	6694	0.95
4070	   scan	v	6879	0.92
4071	   fool	n	6990	0.91
4072	   deadline	n	6932	0.91
4073	   rear	j	6910	0.92
4074	   processing	n	7220	0.88
4075	   ranch	n	6759	0.94
4076	   coastal	j	6880	0.92
4077	   undertake	v	7044	0.90
4078	   softly	r	7487	0.84
4079	   reserve	v	6636	0.95
4080	   burning	j	6665	0.95
4081	   verbal	j	7227	0.87
4082	   tribal	j	6995	0.90
4083	   ridiculous	j	6695	0.94
4084	   automatic	j	6580	0.96
4085	   diamond	n	6743	0.93
4086	   credibility	n	6742	0.93
4087	   import	n	6944	0.91
4088	   sexually	r	6806	0.93
4089	   spring	v	6689	0.94
4090	   way	r	6604	0.95
4091	   divine	j	7059	0.89
4092	   sentiment	n	6658	0.95
4093	   cart	n	6822	0.92
4094	   oversee	v	6773	0.93
4095	   stem	v	6712	0.94
4096	   elder	n	6808	0.92
4097	   pro	n	6867	0.91
4098	   inspiration	n	6584	0.95
4099	   hay	n	6690	0.94
4100	   quantity	n	6833	0.92
4101	   trailer	n	6713	0.93
4102	   mate	n	6693	0.94
4103	   o'clock	r	6972	0.97
4104	   Greek	j	6642	0.94
4105	   genius	n	6509	0.96
4106	   monument	n	6680	0.94
4107	   bid	n	6954	0.90
4108	   quest	n	6613	0.95
4109	   sacrifice	n	6591	0.95
4110	   invitation	n	6460	0.97
4111	   accuracy	n	6942	0.90
4112	   juror	n	7497	0.83
4113	   officially	r	6462	0.97
4114	   broker	n	6929	0.90
4115	   treasure	n	6648	0.94
4116	   loyalty	n	6604	0.94
4117	   credit	v	6611	0.94
4118	   shock	v	6492	0.96
4119	   talented	j	6584	0.95
4120	   gasoline	n	6696	0.93
4121	   stiff	j	6697	0.93
4122	   output	n	7041	0.88
4123	   nominee	n	7138	0.87
4124	   extended	j	6641	0.94
4125	   please	v	6565	0.95
4126	   diabetes	n	7073	0.88
4127	   slap	v	7015	0.89
4128	   toxic	j	6672	0.93
4129	   alleged	j	6658	0.93
4130	   jaw	n	6922	0.90
4131	   grief	n	6591	0.94
4132	   mysterious	j	6484	0.96
4133	   rocket	n	6722	0.92
4134	   donate	v	6606	0.94
4135	   inmate	n	6718	0.92
4136	   tackle	v	6644	0.93
4137	   dynamics	n	7084	0.87
4138	   bow	n	6800	0.91
4139	   ours	p	6422	0.96
4140	   senior	n	6768	0.91
4141	   dignity	n	6585	0.94
4142	   carpet	n	6658	0.93
4143	   parental	j	7251	0.85
4144	   bubble	n	6570	0.94
4145	   heat	v	6650	0.93
4146	   buddy	n	6554	0.94
4147	   barn	n	6785	0.91
4148	   sword	n	7029	0.88
4149	   flash	n	6741	0.91
4150	   seventh	m	6517	0.95
4151	   glory	n	6443	0.96
4152	   tightly	r	6643	0.93
4153	   protective	j	6503	0.95
4154	   tuck	v	6847	0.90
4155	   drum	n	6423	0.96
4156	   faint	j	6886	0.89
4157	   post	v	6558	0.94
4158	   queen	n	6606	0.93
4159	   dilemma	n	6703	0.92
4160	   input	n	7004	0.88
4161	   specialize	v	6538	0.94
4162	   northeast	n	6500	0.94
4163	   shallow	j	6512	0.94
4164	   liability	n	6775	0.90
4165	   sail	v	6525	0.94
4166	   merchant	n	6474	0.94
4167	   stadium	n	6977	0.88
4168	   improved	j	6720	0.91
4169	   bloody	j	6513	0.94
4170	   defeat	n	6380	0.96
4171	   associated	j	6754	0.90
4172	   withdrawal	n	6624	0.92
4173	   refrigerator	n	6497	0.94
4174	   nest	n	6541	0.93
4175	   near	j	6296	0.97
4176	   thoroughly	r	6384	0.96
4177	   lane	n	6540	0.93
4178	   ancestor	n	6529	0.93
4179	   condemn	v	6418	0.95
4180	   steam	n	6426	0.95
4181	   accent	n	6486	0.94
4182	   escape	n	6358	0.96
4183	   optimistic	j	6412	0.95
4184	   unite	v	6391	0.95
4185	   cage	n	6621	0.92
4186	   equip	v	6436	0.94
4187	   shrimp	n	6631	0.91
4188	   homeland	n	6726	0.90
4189	   exchange	v	6394	0.95
4190	   rack	n	6677	0.91
4191	   costume	n	6349	0.95
4192	   wolf	n	6718	0.90
4193	   courtroom	n	6772	0.89
4194	   statute	n	6838	0.88
4195	   cartoon	n	6403	0.94
4196	   besides	i	6198	0.97
4197	   productivity	n	6651	0.91
4198	   grin	v	7242	0.83
4199	   symbolic	j	6755	0.89
4200	   seal	n	6543	0.92
4201	   bug	n	6541	0.92
4202	   bless	v	6293	0.96
4203	   aunt	n	6662	0.90
4204	   agriculture	n	6621	0.91
4205	   rock	v	6473	0.93
4206	   hostile	j	6319	0.95
4207	   root	v	6276	0.96
4208	   conceive	v	6486	0.93
4209	   combined	j	6495	0.93
4210	   instantly	r	6476	0.93
4211	   bankruptcy	n	6690	0.90
4212	   vaccine	n	6761	0.89
4213	   bonus	n	6531	0.92
4214	   collaboration	n	6889	0.87
4215	   mixed	j	6327	0.95
4216	   opposed	i	6418	0.93
4217	   orbit	n	6490	0.92
4218	   grasp	v	6357	0.94
4219	   patience	n	6532	0.92
4220	   spite	i	6339	0.94
4221	   tropical	j	6473	0.92
4222	   voting	n	6621	0.90
4223	   patrol	n	6382	0.94
4224	   willingness	n	6461	0.92
4225	   position	v	6288	0.95
4226	   revelation	n	6297	0.95
4227	   rent	n	6360	0.94
4228	   calm	v	6484	0.92
4229	   jewelry	n	6338	0.94
4230	   Cuban	j	6601	0.90
4231	   haul	v	6401	0.93
4232	   concede	v	6303	0.95
4233	   trace	n	6345	0.94
4234	   wagon	n	6577	0.91
4235	   afterward	r	6353	0.94
4236	   spectacular	j	6276	0.95
4237	   ruin	v	6267	0.95
4238	   sheer	j	6209	0.96
4239	   prior	j	6720	0.88
4240	   immune	j	6492	0.91
4241	   reliability	n	7053	0.84
4242	   ass	n	6911	0.86
4243	   alongside	i	6166	0.96
4244	   bush	n	6307	0.94
4245	   exotic	j	6185	0.96
4246	   fascinating	j	6231	0.95
4247	   secure	j	6138	0.96
4248	   clip	n	6660	0.89
4249	   thigh	n	6576	0.90
4250	   bull	n	6346	0.93
4251	   drawer	n	6665	0.89
4252	   regard	i	6665	0.89
4253	   sheep	n	6320	0.94
4254	   discourage	v	6177	0.96
4255	   coordinator	n	6478	0.91
4256	   ideological	j	6793	0.87
4257	   runner	n	6333	0.93
4258	   secular	j	6560	0.90
4259	   intimate	j	6143	0.96
4260	   empire	n	6268	0.94
4261	   cab	n	6561	0.90
4262	   divorce	v	6086	0.97
4263	   exam	n	6176	0.95
4264	   documentary	n	6321	0.93
4265	   neutral	j	6331	0.93
4266	   biology	n	6334	0.93
4267	   flexible	j	6312	0.93
4268	   progressive	j	6387	0.92
4269	   web	n	6411	0.92
4270	   conspiracy	n	6261	0.94
4271	   catch	n	6377	0.92
4272	   casualty	n	6439	0.91
4273	   republic	n	7519	0.78
4274	   execution	n	6278	0.93
4275	   terrific	j	6356	0.92
4276	   whale	n	6928	0.84
4277	   functional	j	6736	0.87
4278	   star	v	6328	0.92
4279	   draft	v	6234	0.94
4280	   instinct	n	6076	0.96
4281	   teammate	n	6572	0.89
4282	   aluminum	n	6468	0.90
4283	   whoever	p	6250	0.93
4284	   ministry	n	6250	0.93
4285	   verdict	n	6529	0.89
4286	   instruct	v	6117	0.95
4287	   skull	n	6313	0.92
4288	   self-esteem	n	6727	0.86
4289	   ease	n	6103	0.95
4290	   cooperative	j	6671	0.87
4291	   manipulate	v	6159	0.94
4292	   bee	n	6342	0.92
4293	   practitioner	n	6670	0.87
4294	   loop	n	6175	0.94
4295	   edit	v	6157	0.94
4296	   whip	v	6255	0.93
4297	   puzzle	n	6153	0.94
4298	   mushroom	n	6454	0.90
4299	   subsidy	n	6236	0.93
4300	   boil	v	6180	0.94
4301	   tragic	j	6038	0.96
4302	   mathematics	n	6828	0.85
4303	   mechanic	n	6092	0.95
4304	   jar	n	6284	0.92
4305	   respect	i	6659	0.87
4306	   earthquake	n	6439	0.90
4307	   pork	n	6261	0.92
4308	   creativity	n	6452	0.89
4309	   safely	r	5959	0.97
4310	   underlying	j	6340	0.91
4311	   dessert	n	6286	0.92
4312	   sympathy	n	6044	0.95
4313	   fisherman	n	6317	0.91
4314	   incredibly	r	6141	0.94
4315	   isolation	n	6251	0.92
4316	   sock	n	6273	0.92
4317	   near	r	6097	0.94
4318	   jump	n	6088	0.95
4319	   eleven	m	6239	0.92
4320	   sexy	j	6300	0.91
4321	   entrepreneur	n	6238	0.92
4322	   syndrome	n	6157	0.93
4323	   bureau	n	6199	0.93
4324	   seat	v	6227	0.92
4325	   workplace	n	6186	0.93
4326	   ambition	n	5962	0.96
4327	   touchdown	n	6954	0.82
4328	   utilize	v	6607	0.87
4329	   breeze	n	6423	0.89
4330	   costly	j	6130	0.93
4331	   ambitious	j	6040	0.95
4332	   Christianity	n	6312	0.91
4333	   presumably	r	6039	0.95
4334	   influential	j	6161	0.93
4335	   translation	n	6266	0.91
4336	   uncertain	j	5951	0.96
4337	   dissolve	v	6157	0.93
4338	   object	v	5909	0.97
4339	   statistical	j	6634	0.86
4340	   gut	n	6067	0.94
4341	   metropolitan	j	6149	0.93
4342	   rolling	j	6066	0.94
4343	   aesthetic	j	6647	0.86
4344	   spell	v	5887	0.97
4345	   insert	v	6067	0.94
4346	   booth	n	6191	0.92
4347	   helmet	n	6203	0.92
4348	   waist	n	6394	0.89
4349	   expected	j	6144	0.93
4350	   lion	n	6075	0.94
4351	   accomplishment	n	5980	0.95
4352	   royal	j	6028	0.94
4353	   panic	n	6087	0.93
4354	   cast	n	6007	0.95
4355	   crush	v	5985	0.95
4356	   actively	r	6232	0.91
4357	   cliff	n	6117	0.93
4358	   minimal	j	6176	0.92
